lat,lon,accident_idx,lighting,road_quality,incident_score,crosswalk_present,weather_risk,zone
17.405511,78.546473,0.5393,0.4789,0.5317,0.4405,0.0,1.0,uppal
17.414737,78.528876,0.4738,0.5212,0.593,0.5167,0.0,1.0,uppal
17.39024,78.572929,0.5372,0.5775,0.5851,0.5216,1.0,1.0,uppal
17.402029,78.561403,0.5585,0.4606,0.3771,0.5404,0.0,1.0,uppal
17.40706,78.559636,0.4939,0.5395,0.5321,0.6392,0.0,1.0,uppal
17.400052,78.556755,0.4205,0.4562,0.6837,0.5114,0.0,1.0,uppal
17.405261,78.561884,0.3792,0.4707,0.52,0.4946,0.0,1.0,uppal
17.409916,78.576662,0.5061,0.4904,0.4461,0.6462,0.0,1.0,uppal
17.394864,78.54328,0.4613,0.5573,0.629,0.5139,0.0,1.0,uppal
17.391386,78.557052,0.483,0.5668,0.5503,0.3899,0.0,1.0,uppal
17.402625,78.554532,0.4656,0.6298,0.3731,0.6427,1.0,1.0,uppal
17.402491,78.543598,0.5158,0.5497,0.5538,0.5465,1.0,1.0,uppal
17.430304,78.54196,0.4952,0.467,0.5841,0.5215,0.0,1.0,uppal
17.403939,78.543458,0.4031,0.5865,0.6614,0.614,1.0,1.0,uppal
17.423551,78.563445,0.455,0.5199,0.45,0.5684,1.0,1.0,uppal
17.41087,78.567926,0.4677,0.4502,0.5484,0.4811,0.0,1.0,uppal
17.400521,78.550906,0.5395,0.5055,0.4981,0.6257,0.0,1.0,uppal
17.408094,78.56088,0.488,0.567,0.6454,0.4726,1.0,1.0,uppal
17.380374,78.570157,0.3831,0.5785,0.5511,0.4437,1.0,1.0,uppal
17.407674,78.556632,0.3568,0.6787,0.5939,0.7307,0.0,1.0,uppal
17.393765,78.542371,0.4649,0.5937,0.5398,0.6409,0.0,1.0,uppal
17.410113,78.542431,0.4359,0.4379,0.5207,0.5555,1.0,1.0,uppal
17.372447,78.561487,0.5149,0.5523,0.6489,0.4343,0.0,1.0,uppal
17.393098,78.564283,0.4888,0.6042,0.5042,0.3867,1.0,1.0,uppal
17.409346,78.55291,0.4259,0.5227,0.463,0.4331,1.0,1.0,uppal
17.420217,78.569257,0.4599,0.6107,0.465,0.4241,0.0,1.0,uppal
17.399195,78.564776,0.5427,0.4999,0.5022,0.6338,0.0,1.0,uppal
17.39752,78.561857,0.6242,0.5506,0.5884,0.4744,0.0,1.0,uppal
17.413131,78.540211,0.5642,0.4402,0.5193,0.54,0.0,1.0,uppal
17.376135,78.560963,0.5666,0.5996,0.6153,0.5141,0.0,1.0,uppal
17.413324,78.56427,0.5471,0.4706,0.5053,0.432,1.0,1.0,uppal
17.418228,78.57072,0.5307,0.527,0.3587,0.514,1.0,1.0,uppal
17.413694,78.569614,0.4565,0.5143,0.4286,0.4914,0.0,1.0,uppal
17.407415,78.575496,0.6255,0.5232,0.531,0.5415,0.0,1.0,uppal
17.378083,78.572714,0.4417,0.451,0.6055,0.4886,0.0,1.0,uppal
17.396883,78.568651,0.5689,0.6748,0.5556,0.4688,1.0,1.0,uppal
17.392133,78.542092,0.3582,0.609,0.4997,0.6427,1.0,1.0,uppal
17.396204,78.57065,0.6251,0.4674,0.5154,0.5069,0.0,1.0,uppal
17.407,78.565272,0.5694,0.6359,0.5212,0.4139,0.0,1.0,uppal
17.401322,78.5524,0.4394,0.3865,0.4437,0.5262,0.0,1.0,uppal
17.40212,78.547447,0.5512,0.6028,0.4023,0.4456,0.0,1.0,uppal
17.394644,78.550715,0.3402,0.5098,0.6259,0.4171,0.0,1.0,uppal
17.395978,78.56121,0.4363,0.4983,0.6839,0.6272,0.0,1.0,uppal
17.419874,78.571671,0.354,0.5941,0.6024,0.3971,0.0,1.0,uppal
17.411893,78.563257,0.5113,0.4139,0.6338,0.6136,0.0,1.0,uppal
17.405547,78.555802,0.4538,0.3901,0.5412,0.5598,0.0,1.0,uppal
17.412058,78.546254,0.4781,0.5061,0.568,0.4904,0.0,1.0,uppal
17.384932,78.553512,0.6142,0.4806,0.5513,0.5131,0.0,1.0,uppal
17.388847,78.567621,0.4398,0.5411,0.5735,0.5012,0.0,1.0,uppal
17.396267,78.548119,0.6164,0.4959,0.6792,0.5998,1.0,1.0,uppal
17.411246,78.5649,0.4861,0.5794,0.5886,0.421,0.0,1.0,uppal
17.406929,78.580399,0.4652,0.4704,0.5623,0.5813,0.0,1.0,uppal
17.395175,78.541737,0.5043,0.5777,0.5315,0.6363,0.0,1.0,uppal
17.415384,78.546283,0.3508,0.3572,0.5931,0.5347,1.0,1.0,uppal
17.434404,78.506896,0.469,0.5464,0.582,0.3964,1.0,1.0,secunderabad_station
17.447832,78.498135,0.5202,0.5199,0.7199,0.4685,1.0,1.0,secunderabad_station
17.43711,78.495502,0.5632,0.5772,0.6256,0.6275,1.0,1.0,secunderabad_station
17.429822,78.487129,0.508,0.4172,0.4084,0.5926,1.0,1.0,secunderabad_station
17.444719,78.503773,0.5439,0.5296,0.57,0.5762,1.0,1.0,secunderabad_station
17.446976,78.49839,0.5852,0.3788,0.4679,0.5511,0.0,1.0,secunderabad_station
17.449118,78.503127,0.5336,0.5985,0.7445,0.4595,1.0,1.0,secunderabad_station
17.430022,78.503648,0.417,0.6095,0.589,0.6896,1.0,1.0,secunderabad_station
17.432804,78.485715,0.4826,0.5253,0.7741,0.5846,1.0,1.0,secunderabad_station
17.438439,78.492371,0.441,0.4941,0.589,0.5856,0.0,1.0,secunderabad_station
17.42404,78.479501,0.6497,0.5812,0.5105,0.5928,0.0,1.0,secunderabad_station
17.450052,78.495888,0.5439,0.7275,0.6001,0.4766,1.0,1.0,secunderabad_station
17.430947,78.494219,0.4203,0.6021,0.6487,0.5312,1.0,1.0,secunderabad_station
17.413052,78.500896,0.4963,0.4888,0.7423,0.6267,0.0,1.0,secunderabad_station
17.442706,78.515886,0.5298,0.5811,0.5758,0.6479,1.0,1.0,secunderabad_station
17.437511,78.512602,0.5267,0.5262,0.5728,0.6319,1.0,1.0,secunderabad_station
17.452274,78.493727,0.4966,0.5546,0.6479,0.3702,0.0,1.0,secunderabad_station
17.441815,78.492703,0.4845,0.4969,0.5564,0.6577,0.0,1.0,secunderabad_station
17.421134,78.504497,0.4492,0.4548,0.5301,0.5352,1.0,1.0,secunderabad_station
17.457517,78.495472,0.6032,0.6274,0.5633,0.7188,1.0,1.0,secunderabad_station
17.445888,78.504983,0.4413,0.5566,0.6166,0.6665,0.0,1.0,secunderabad_station
17.447411,78.504541,0.4085,0.5546,0.6659,0.6721,0.0,1.0,secunderabad_station
17.43547,78.493505,0.5237,0.5871,0.5958,0.5749,0.0,1.0,secunderabad_station
17.447741,78.501406,0.6492,0.6388,0.5726,0.4526,0.0,1.0,secunderabad_station
17.431424,78.491779,0.4128,0.4872,0.5504,0.4376,0.0,1.0,secunderabad_station
17.426176,78.49861,0.5178,0.5117,0.6725,0.5163,0.0,1.0,secunderabad_station
17.433322,78.506845,0.4126,0.6212,0.5937,0.5943,1.0,1.0,secunderabad_station
17.431726,78.492204,0.4189,0.6061,0.4579,0.5994,0.0,1.0,secunderabad_station
17.445423,78.504556,0.4443,0.5966,0.6008,0.5069,1.0,1.0,secunderabad_station
17.435299,78.497636,0.4734,0.5893,0.537,0.5554,0.0,1.0,secunderabad_station
17.446691,78.49528,0.4736,0.6085,0.6068,0.5753,1.0,1.0,secunderabad_station
17.432827,78.499554,0.5929,0.4851,0.6095,0.5753,0.0,1.0,secunderabad_station
17.429733,78.495859,0.4969,0.5392,0.6067,0.6645,1.0,1.0,secunderabad_station
17.427887,78.505219,0.6068,0.6004,0.6657,0.7116,0.0,1.0,secunderabad_station
17.442393,78.508751,0.5116,0.5519,0.5519,0.6751,0.0,1.0,secunderabad_station
17.42636,78.492768,0.5563,0.5627,0.5635,0.5948,0.0,1.0,secunderabad_station
17.446155,78.507152,0.4526,0.5599,0.7363,0.5095,0.0,1.0,secunderabad_station
17.445483,78.496696,0.5001,0.4479,0.669,0.6362,0.0,1.0,secunderabad_station
17.432475,78.493447,0.5985,0.6848,0.625,0.4796,0.0,1.0,secunderabad_station
17.449426,78.503037,0.5418,0.6565,0.6477,0.59,0.0,1.0,secunderabad_station
17.440335,78.503881,0.2976,0.5263,0.5993,0.4579,1.0,1.0,secunderabad_station
17.441411,78.505953,0.3609,0.639,0.5154,0.5381,0.0,1.0,secunderabad_station
17.428594,78.504527,0.5504,0.4857,0.6516,0.4995,0.0,1.0,secunderabad_station
17.442787,78.499048,0.5954,0.5404,0.5654,0.5112,1.0,1.0,secunderabad_station
17.437841,78.490834,0.4859,0.4261,0.5407,0.5272,1.0,1.0,secunderabad_station
17.422878,78.493672,0.451,0.6342,0.4988,0.4891,1.0,1.0,secunderabad_station
17.4322,78.485339,0.4635,0.5645,0.6276,0.5054,1.0,1.0,secunderabad_station
17.448712,78.494498,0.3466,0.538,0.6882,0.5726,1.0,1.0,secunderabad_station
17.441738,78.52523,0.528,0.4697,0.5724,0.4079,1.0,1.0,secunderabad_station
17.421042,78.494362,0.4051,0.3642,0.6233,0.6813,0.0,1.0,secunderabad_station
17.353821,78.555687,0.4815,0.3458,0.4977,0.5676,1.0,1.0,lb_nagar
17.366027,78.551253,0.184,0.3825,0.486,0.5829,0.0,1.0,lb_nagar
17.331961,78.542755,0.575,0.4781,0.5005,0.476,0.0,1.0,lb_nagar
17.35162,78.539449,0.4219,0.7148,0.4213,0.5529,0.0,1.0,lb_nagar
17.363769,78.540322,0.4673,0.4122,0.4729,0.433,1.0,1.0,lb_nagar
17.35342,78.547696,0.4804,0.4847,0.5254,0.5356,1.0,1.0,lb_nagar
17.36118,78.546868,0.3926,0.4816,0.6144,0.5155,0.0,1.0,lb_nagar
17.3542,78.542222,0.3954,0.4459,0.4911,0.5431,1.0,1.0,lb_nagar
17.354348,78.56429,0.399,0.5367,0.353,0.4532,1.0,1.0,lb_nagar
17.357291,78.551727,0.3975,0.4414,0.5144,0.5712,0.0,1.0,lb_nagar
17.342931,78.556577,0.2302,0.46,0.4779,0.6111,0.0,1.0,lb_nagar
17.343006,78.5409,0.6428,0.5177,0.5217,0.5709,0.0,1.0,lb_nagar
17.328159,78.569247,0.427,0.523,0.5164,0.4661,1.0,1.0,lb_nagar
17.351492,78.543065,0.3848,0.4563,0.6177,0.461,0.0,1.0,lb_nagar
17.343647,78.555585,0.3915,0.5606,0.5748,0.6479,0.0,1.0,lb_nagar
17.3426,78.550338,0.5727,0.511,0.4638,0.4036,1.0,1.0,lb_nagar
17.349918,78.554522,0.4407,0.5172,0.6462,0.5788,0.0,1.0,lb_nagar
17.352313,78.557334,0.373,0.4215,0.5993,0.5831,0.0,1.0,lb_nagar
17.34296,78.549705,0.3188,0.4686,0.5997,0.4627,0.0,1.0,lb_nagar
17.344316,78.540453,0.3624,0.5239,0.5156,0.5388,0.0,1.0,lb_nagar
17.347131,78.535695,0.5465,0.5622,0.5573,0.6217,0.0,1.0,lb_nagar
17.354661,78.55899,0.5008,0.4106,0.3834,0.3757,0.0,1.0,lb_nagar
17.360356,78.540937,0.384,0.4513,0.4777,0.4155,0.0,1.0,lb_nagar
17.351293,78.569127,0.445,0.3519,0.5824,0.37,0.0,1.0,lb_nagar
17.358114,78.553058,0.5511,0.4323,0.5635,0.516,0.0,1.0,lb_nagar
17.368094,78.560099,0.4327,0.5687,0.5573,0.5405,1.0,1.0,lb_nagar
17.337698,78.576117,0.5713,0.5482,0.5258,0.483,0.0,1.0,lb_nagar
17.331557,78.557822,0.4447,0.5361,0.4855,0.4883,1.0,1.0,lb_nagar
17.344864,78.570877,0.4945,0.3932,0.5589,0.3762,0.0,1.0,lb_nagar
17.353296,78.556334,0.2769,0.4737,0.6123,0.4585,0.0,1.0,lb_nagar
17.333807,78.523678,0.4139,0.5441,0.616,0.4629,0.0,1.0,lb_nagar
17.341078,78.529637,0.4829,0.4851,0.5469,0.6566,1.0,1.0,lb_nagar
17.324117,78.545418,0.4863,0.4214,0.5247,0.5357,0.0,1.0,lb_nagar
17.347652,78.544934,0.4713,0.4274,0.5344,0.539,1.0,1.0,lb_nagar
17.356146,78.531501,0.5427,0.4731,0.554,0.5958,0.0,1.0,lb_nagar
17.344348,78.549112,0.3645,0.357,0.6126,0.6029,1.0,1.0,lb_nagar
17.336979,78.548043,0.4754,0.4734,0.5125,0.4577,1.0,1.0,lb_nagar
17.350531,78.562182,0.4511,0.3739,0.5483,0.4795,0.0,1.0,lb_nagar
17.351253,78.558927,0.3485,0.6362,0.5362,0.6305,0.0,1.0,lb_nagar
17.365264,78.546974,0.4261,0.5219,0.5322,0.6004,0.0,1.0,lb_nagar
17.329329,78.540828,0.4351,0.5248,0.5155,0.5975,0.0,1.0,lb_nagar
17.355729,78.534354,0.4319,0.4932,0.6406,0.4446,0.0,1.0,lb_nagar
17.359417,78.557835,0.4396,0.5464,0.4634,0.5684,0.0,1.0,lb_nagar
17.349734,78.548636,0.5526,0.587,0.5555,0.4079,1.0,1.0,lb_nagar
17.353506,78.533302,0.3571,0.4773,0.4959,0.4032,0.0,1.0,lb_nagar
17.340595,78.549753,0.3594,0.5275,0.4901,0.4594,0.0,1.0,lb_nagar
17.347606,78.559397,0.2973,0.6055,0.5258,0.4671,1.0,1.0,lb_nagar
17.342233,78.562046,0.4577,0.4597,0.5476,0.4941,0.0,1.0,lb_nagar
17.358515,78.541788,0.4879,0.4786,0.5877,0.3298,1.0,1.0,lb_nagar
17.361102,78.54931,0.4027,0.5524,0.5709,0.4561,0.0,1.0,lb_nagar
17.436504,78.44023,0.6089,0.5742,0.3965,0.5738,1.0,1.0,ameerpet
17.443558,78.426968,0.5677,0.517,0.6426,0.65,1.0,1.0,ameerpet
17.433368,78.442049,0.4692,0.4774,0.5727,0.6111,1.0,1.0,ameerpet
17.45161,78.440564,0.5868,0.5204,0.6366,0.5772,0.0,1.0,ameerpet
17.42848,78.441528,0.4473,0.5649,0.6683,0.6361,0.0,1.0,ameerpet
17.434121,78.458941,0.5837,0.5513,0.6981,0.5201,1.0,1.0,ameerpet
17.445537,78.464767,0.5213,0.6499,0.7597,0.5568,1.0,1.0,ameerpet
17.420975,78.44124,0.6301,0.6147,0.665,0.638,0.0,1.0,ameerpet
17.428929,78.442207,0.4959,0.6581,0.663,0.6316,1.0,1.0,ameerpet
17.445615,78.463496,0.6636,0.6642,0.4796,0.7279,1.0,1.0,ameerpet
17.430882,78.454793,0.4765,0.653,0.6959,0.6487,1.0,1.0,ameerpet
17.447156,78.451229,0.53,0.452,0.5854,0.6373,0.0,1.0,ameerpet
17.427862,78.465503,0.4604,0.6133,0.6705,0.5122,0.0,1.0,ameerpet
17.4521,78.46586,0.4959,0.6,0.6137,0.5442,1.0,1.0,ameerpet
17.435945,78.455247,0.5809,0.5487,0.616,0.4699,0.0,1.0,ameerpet
17.438501,78.449672,0.6328,0.6812,0.5919,0.6177,1.0,1.0,ameerpet
17.42957,78.44189,0.6331,0.7005,0.5833,0.6032,0.0,1.0,ameerpet
17.447985,78.43709,0.4121,0.6496,0.5468,0.6201,1.0,1.0,ameerpet
17.445433,78.45479,0.4859,0.6949,0.6819,0.6094,0.0,1.0,ameerpet
17.442976,78.473194,0.5569,0.5411,0.6993,0.4888,1.0,1.0,ameerpet
17.434529,78.446395,0.5061,0.5798,0.6993,0.4259,0.0,1.0,ameerpet
17.432442,78.457432,0.4928,0.4857,0.6844,0.6799,1.0,1.0,ameerpet
17.440547,78.439859,0.5652,0.5282,0.6771,0.6743,0.0,1.0,ameerpet
17.437499,78.45805,0.6022,0.7008,0.5678,0.4783,0.0,1.0,ameerpet
17.434247,78.452048,0.5462,0.5312,0.6785,0.7624,1.0,1.0,ameerpet
17.448124,78.468806,0.596,0.5111,0.738,0.5986,1.0,1.0,ameerpet
17.445724,78.434388,0.6613,0.6402,0.698,0.5061,0.0,1.0,ameerpet
17.442889,78.440018,0.4082,0.6566,0.5738,0.5891,0.0,1.0,ameerpet
17.428263,78.45937,0.4825,0.714,0.5801,0.7113,1.0,1.0,ameerpet
17.439462,78.439491,0.5438,0.6237,0.5873,0.5654,0.0,1.0,ameerpet
17.441624,78.439483,0.4693,0.4819,0.4744,0.5051,0.0,1.0,ameerpet
17.455435,78.441286,0.5621,0.6358,0.7711,0.562,0.0,1.0,ameerpet
17.422356,78.439084,0.5304,0.5325,0.6354,0.549,1.0,1.0,ameerpet
17.438227,78.442171,0.6197,0.6178,0.4708,0.6644,0.0,1.0,ameerpet
17.430154,78.449003,0.6103,0.6097,0.4896,0.5438,1.0,1.0,ameerpet
17.435505,78.437956,0.4971,0.6121,0.6842,0.6222,1.0,1.0,ameerpet
17.457943,78.44466,0.5844,0.6399,0.6137,0.5931,1.0,1.0,ameerpet
17.442536,78.440978,0.5429,0.5655,0.7843,0.6372,0.0,1.0,ameerpet
17.435498,78.466722,0.5028,0.5718,0.7394,0.5418,1.0,1.0,ameerpet
17.438685,78.442994,0.5336,0.6565,0.5795,0.4985,1.0,1.0,ameerpet
17.441333,78.452064,0.4257,0.6745,0.6177,0.6969,0.0,1.0,ameerpet
17.44867,78.453463,0.4435,0.7223,0.6036,0.6404,0.0,1.0,ameerpet
17.442664,78.436813,0.4598,0.6205,0.6102,0.557,0.0,1.0,ameerpet
17.423601,78.44949,0.5085,0.6164,0.5149,0.5853,1.0,1.0,ameerpet
17.433201,78.437004,0.5411,0.5608,0.3949,0.7437,1.0,1.0,ameerpet
17.43572,78.450002,0.4991,0.6007,0.6089,0.5486,0.0,1.0,ameerpet
17.43891,78.457512,0.5623,0.5064,0.5712,0.6092,0.0,1.0,ameerpet
17.433108,78.455689,0.4354,0.6084,0.6223,0.6092,1.0,1.0,ameerpet
17.4463,78.429349,0.6308,0.697,0.5788,0.4178,1.0,1.0,ameerpet
17.438494,78.452867,0.4859,0.6794,0.5024,0.5604,1.0,1.0,ameerpet
17.490358,78.393712,0.6209,0.7748,0.6852,0.6162,1.0,1.0,kukatpally
17.475028,78.385166,0.6202,0.5921,0.5803,0.6677,1.0,1.0,kukatpally
17.488453,78.398929,0.62,0.5773,0.7177,0.5499,1.0,1.0,kukatpally
17.498111,78.402712,0.6072,0.6426,0.6328,0.5907,1.0,1.0,kukatpally
17.498975,78.375215,0.6202,0.4205,0.5427,0.7503,1.0,1.0,kukatpally
17.499949,78.386744,0.3698,0.5783,0.7114,0.4814,0.0,1.0,kukatpally
17.483762,78.38597,0.7477,0.7476,0.6743,0.555,1.0,1.0,kukatpally
17.498151,78.392735,0.4503,0.6547,0.6692,0.7623,0.0,1.0,kukatpally
17.492458,78.415732,0.4911,0.6171,0.5775,0.4946,0.0,1.0,kukatpally
17.464579,78.400915,0.5799,0.6018,0.6995,0.5473,1.0,1.0,kukatpally
17.491946,78.400954,0.5709,0.5161,0.6386,0.5595,0.0,1.0,kukatpally
17.491274,78.371981,0.5769,0.624,0.6949,0.6348,0.0,1.0,kukatpally
17.481628,78.414032,0.6057,0.6355,0.5184,0.643,1.0,1.0,kukatpally
17.477977,78.391359,0.6218,0.4732,0.4955,0.769,0.0,1.0,kukatpally
17.485684,78.385371,0.5243,0.5465,0.7192,0.5883,1.0,1.0,kukatpally
17.499606,78.412608,0.5714,0.7,0.7723,0.6803,0.0,1.0,kukatpally
17.474193,78.410678,0.6069,0.6018,0.5541,0.5625,1.0,1.0,kukatpally
17.484902,78.412257,0.4894,0.6807,0.6833,0.6829,1.0,1.0,kukatpally
17.470055,78.395033,0.5827,0.6289,0.6057,0.6517,0.0,1.0,kukatpally
17.493261,78.411199,0.5724,0.6534,0.6506,0.5543,0.0,1.0,kukatpally
17.469799,78.403466,0.4217,0.6238,0.7718,0.5442,0.0,1.0,kukatpally
17.479385,78.384001,0.5133,0.5689,0.6288,0.6261,1.0,1.0,kukatpally
17.489537,78.402535,0.5529,0.6496,0.6101,0.6566,1.0,1.0,kukatpally
17.484647,78.391585,0.5566,0.5837,0.6992,0.573,0.0,1.0,kukatpally
17.493512,78.394858,0.6126,0.6641,0.6556,0.5539,0.0,1.0,kukatpally
17.472422,78.413128,0.7577,0.6207,0.5363,0.6223,1.0,1.0,kukatpally
17.489007,78.403036,0.6754,0.5194,0.6785,0.6672,0.0,1.0,kukatpally
17.493886,78.394911,0.6122,0.5622,0.6876,0.7121,1.0,1.0,kukatpally
17.484188,78.400402,0.5859,0.608,0.7153,0.6133,1.0,1.0,kukatpally
17.488628,78.395924,0.4724,0.6369,0.6273,0.7645,0.0,1.0,kukatpally
17.498929,78.397931,0.6227,0.6872,0.7175,0.7046,1.0,1.0,kukatpally
17.488876,78.406291,0.5623,0.5457,0.6258,0.635,0.0,1.0,kukatpally
17.47482,78.390394,0.5688,0.6446,0.578,0.7282,1.0,1.0,kukatpally
17.485163,78.396694,0.5751,0.6377,0.5105,0.5197,0.0,1.0,kukatpally
17.496039,78.39786,0.8394,0.8046,0.6055,0.6115,0.0,1.0,kukatpally
17.467812,78.418805,0.6919,0.5894,0.6608,0.5812,0.0,1.0,kukatpally
17.471703,78.374122,0.6486,0.5537,0.4585,0.6316,0.0,1.0,kukatpally
17.48487,78.399832,0.5617,0.6696,0.5073,0.5873,1.0,1.0,kukatpally
17.477039,78.405334,0.6057,0.6334,0.5404,0.6055,0.0,1.0,kukatpally
17.471332,78.383214,0.6964,0.6846,0.6115,0.5837,0.0,1.0,kukatpally
17.477285,78.377942,0.5883,0.7834,0.6422,0.6182,0.0,1.0,kukatpally
17.487631,78.381718,0.6031,0.575,0.5063,0.5786,0.0,1.0,kukatpally
17.49592,78.394127,0.5174,0.5592,0.4783,0.6577,1.0,1.0,kukatpally
17.49502,78.396285,0.5787,0.6933,0.5622,0.595,0.0,1.0,kukatpally
17.483246,78.396006,0.4966,0.5262,0.6571,0.576,1.0,1.0,kukatpally
17.475097,78.403116,0.6188,0.5826,0.5556,0.6268,0.0,1.0,kukatpally
17.491348,78.395063,0.6006,0.6007,0.6206,0.594,0.0,1.0,kukatpally
17.477868,78.3898,0.5118,0.503,0.6946,0.4413,1.0,1.0,kukatpally
17.475079,78.40525,0.5828,0.4625,0.6724,0.6849,0.0,1.0,kukatpally
17.486697,78.386448,0.5623,0.5606,0.5797,0.6124,1.0,1.0,kukatpally
17.480689,78.398239,0.5482,0.5253,0.588,0.6415,0.0,1.0,kukatpally
17.499363,78.393379,0.6758,0.5019,0.5896,0.5935,0.0,1.0,kukatpally
17.497901,78.40489,0.5638,0.5777,0.7029,0.5062,1.0,1.0,kukatpally
17.488174,78.387672,0.5446,0.7145,0.5978,0.593,1.0,1.0,kukatpally
17.495668,78.384511,0.7087,0.6863,0.7073,0.583,1.0,1.0,kukatpally
17.450228,78.405287,0.8636,0.9201,0.8445,0.95,1.0,1.0,jubilee_hills
17.415153,78.414492,0.8438,0.8702,0.8774,0.8605,1.0,1.0,jubilee_hills
17.419334,78.406532,0.9036,0.8693,0.9331,0.8596,1.0,1.0,jubilee_hills
17.434349,78.419551,0.8105,0.8879,0.8451,0.8262,1.0,1.0,jubilee_hills
17.437366,78.405401,0.9109,0.95,0.888,0.8165,1.0,1.0,jubilee_hills
17.436371,78.409294,0.7878,0.8355,0.8968,0.9268,1.0,1.0,jubilee_hills
17.441329,78.403938,0.95,0.8999,0.8729,0.95,1.0,1.0,jubilee_hills
17.427687,78.41962,0.9497,0.9155,0.9215,0.919,1.0,1.0,jubilee_hills
17.431045,78.399987,0.8523,0.95,0.8629,0.95,1.0,1.0,jubilee_hills
17.439924,78.39789,0.8092,0.8909,0.95,0.8578,1.0,1.0,jubilee_hills
17.421548,78.374745,0.883,0.9275,0.8493,0.9424,1.0,1.0,jubilee_hills
17.429317,78.402895,0.928,0.9031,0.841,0.9086,1.0,1.0,jubilee_hills
17.451584,78.41533,0.787,0.9232,0.8714,0.9098,0.0,1.0,jubilee_hills
17.428232,78.397443,0.899,0.9415,0.8702,0.7805,0.0,1.0,jubilee_hills
17.443268,78.402483,0.8848,0.8728,0.8836,0.918,1.0,1.0,jubilee_hills
17.439041,78.396671,0.95,0.9085,0.871,0.8694,1.0,1.0,jubilee_hills
17.440477,78.383641,0.9005,0.924,0.9294,0.8958,1.0,1.0,jubilee_hills
17.433216,78.41671,0.8496,0.8982,0.9156,0.8055,1.0,1.0,jubilee_hills
17.418223,78.411433,0.95,0.8052,0.9038,0.9062,1.0,1.0,jubilee_hills
17.439701,78.393979,0.9481,0.95,0.95,0.8438,1.0,1.0,jubilee_hills
17.414946,78.408227,0.8539,0.9053,0.8937,0.8587,1.0,1.0,jubilee_hills
17.411485,78.401209,0.7812,0.9176,0.7967,0.9014,1.0,1.0,jubilee_hills
17.432228,78.400274,0.9098,0.8684,0.9015,0.8865,1.0,1.0,jubilee_hills
17.421806,78.40671,0.8809,0.9036,0.8317,0.9296,1.0,1.0,jubilee_hills
17.423095,78.405516,0.8442,0.8495,0.95,0.9014,1.0,1.0,jubilee_hills
17.420288,78.409584,0.876,0.851,0.876,0.9348,1.0,1.0,jubilee_hills
17.431836,78.400199,0.95,0.95,0.8382,0.8439,1.0,1.0,jubilee_hills
17.422836,78.403852,0.95,0.9201,0.9431,0.8292,1.0,1.0,jubilee_hills
17.452862,78.405686,0.8318,0.8223,0.9437,0.8985,1.0,1.0,jubilee_hills
17.412401,78.410846,0.9266,0.8592,0.935,0.95,1.0,1.0,jubilee_hills
17.449726,78.386689,0.8918,0.853,0.9062,0.9355,1.0,1.0,jubilee_hills
17.450877,78.412708,0.9281,0.8681,0.9375,0.914,1.0,1.0,jubilee_hills
17.427648,78.397506,0.9182,0.9364,0.8543,0.8712,1.0,1.0,jubilee_hills
17.41338,78.405289,0.8577,0.8857,0.8818,0.7996,1.0,1.0,jubilee_hills
17.428975,78.40258,0.8596,0.95,0.8818,0.9025,1.0,1.0,jubilee_hills
17.44899,78.404296,0.923,0.884,0.95,0.8806,1.0,1.0,jubilee_hills
17.434688,78.412317,0.9079,0.8713,0.8544,0.8391,1.0,1.0,jubilee_hills
17.440044,78.399726,0.8734,0.8836,0.825,0.8611,1.0,1.0,jubilee_hills
17.447752,78.400936,0.9327,0.8707,0.8662,0.8453,1.0,1.0,jubilee_hills
17.452085,78.387969,0.95,0.8614,0.8879,0.8055,1.0,1.0,jubilee_hills
17.418121,78.38608,0.886,0.8482,0.95,0.95,1.0,1.0,jubilee_hills
17.42341,78.427803,0.8678,0.8801,0.95,0.95,1.0,1.0,jubilee_hills
17.434526,78.40657,0.8833,0.7443,0.9128,0.9242,1.0,1.0,jubilee_hills
17.437366,78.410996,0.8041,0.7485,0.9194,0.8953,1.0,1.0,jubilee_hills
17.423027,78.406668,0.7701,0.946,0.8875,0.9159,0.0,1.0,jubilee_hills
17.424477,78.408152,0.8806,0.904,0.8866,0.8082,0.0,1.0,jubilee_hills
17.420709,78.399551,0.8604,0.8439,0.8924,0.95,1.0,1.0,jubilee_hills
17.426548,78.395022,0.8712,0.9046,0.8995,0.9153,1.0,1.0,jubilee_hills
17.431364,78.419296,0.8314,0.9291,0.8951,0.8446,1.0,1.0,jubilee_hills
17.427392,78.406311,0.8998,0.8932,0.95,0.7787,1.0,1.0,jubilee_hills
17.443766,78.403907,0.8647,0.9167,0.9339,0.9091,0.0,1.0,jubilee_hills
17.395005,78.41424,0.8922,0.8255,0.8507,0.8515,1.0,1.0,jubilee_hills
17.422678,78.408967,0.8697,0.8213,0.8148,0.9037,1.0,1.0,jubilee_hills
17.429396,78.400374,0.9199,0.787,0.9023,0.9279,1.0,1.0,jubilee_hills
17.42836,78.386568,0.9346,0.9252,0.95,0.95,1.0,1.0,jubilee_hills
17.43253,78.421831,0.8113,0.906,0.95,0.921,1.0,1.0,jubilee_hills
17.448683,78.399475,0.8602,0.8235,0.8574,0.8045,1.0,1.0,jubilee_hills
17.450766,78.406122,0.7879,0.9246,0.8705,0.9349,1.0,1.0,jubilee_hills
